process,name,dim,vgrid,state,output,output_level,units,long,file
radiation,apar_per_lai_cl,3D,canopy_layer,diagnostic,no,,,,mo_rad_memory_class.f90
radiation,apar_per_lai_cl_nacc,3D,canopy_layer,prognostic,yes,,,,mo_rad_memory_class.f90
radiation,apar_per_lai_cl_tavg,3D,canopy_layer,diagnostic,yes,,,,mo_rad_memory_class.f90
radiation,apar_nacc,2D,surface,prognostic,yes,,,,mo_rad_memory_class.f90
radiation,rad_net_lwtr,2D,surface,diagnostic,yes,MEDIUM,,Net surface radiation over lake water,mo_rad_memory_class.f90
radiation,albedo_lwtr,2D,surface,prognostic,yes,MEDIUM,,Albedo of open water on lakes,mo_rad_memory_class.f90
radiation,rad_net_lice,2D,surface,diagnostic,yes,MEDIUM,,Net surface radiation over lake ice,mo_rad_memory_class.f90
radiation,albedo_lice,2D,surface,prognostic,yes,MEDIUM,,Albedo of ice on lake water,mo_rad_memory_class.f90
radiation,alb_vis_noon,2D,surface,diagnostic,yes,FULL,,,mo_rad_memory_class.f90
radiation,alb_nir_noon,2D,surface,diagnostic,yes,FULL,,,mo_rad_memory_class.f90
radiation,alb_vis_soil_and_snow,2D,surface,diagnostic,yes,NONE,,,mo_rad_memory_class.f90
radiation,alb_nir_soil_and_snow,2D,surface,diagnostic,yes,NONE,,,mo_rad_memory_class.f90
radiation,albedo_noon,2D,surface,prognostic,yes,BASIC,,,mo_rad_memory_class.f90
radiation,fapar_noon,2D,surface,prognostic,yes,BASIC,,,mo_rad_memory_class.f90
radiation,ppfd_sunlit_cl,3D,canopy_layer,diagnostic,yes,NONE,micro-mol m-2 s-1,Photosynthetically Active Photon Flux Density on sunlit leaves,mo_rad_memory_class.f90
radiation,ppfd_shaded_cl,3D,canopy_layer,diagnostic,yes,NONE,micro-mol m-2 s-1,Photosynthetically Active Photon Flux Density on shaded leaves,mo_rad_memory_class.f90
radiation,ppfd_sunlit_daytime_cl,3D,canopy_layer,conditional,yes,NONE,micro-mol m-2 s-1,average PPFD on sunlit leaves of the previous day,mo_rad_memory_class.f90
radiation,ppfd_shaded_daytime_cl,3D,canopy_layer,conditional,yes,NONE,micro-mol m-2 s-1,average PPFD on shaded leaves of the previous day,mo_rad_memory_class.f90
radiation,ppfd_sunlit_daytime_dacc_cl,3D,canopy_layer,conditional,yes,NONE,micro-mol m-2 d-1,daily accumulated PPFD on sunlit leaves,mo_rad_memory_class.f90
radiation,ppfd_shaded_daytime_dacc_cl,3D,canopy_layer,conditional,yes,NONE,,,mo_rad_memory_class.f90
radiation,ppfd_sunlit_tfrac_mavg_cl,3D,canopy_layer,conditional,yes,NONE,micro-mol m-2 s-1,average PPFD on sunlit leaves at tfrac-timescale,mo_rad_memory_class.f90
radiation,ppfd_shaded_tfrac_mavg_cl,3D,canopy_layer,conditional,yes,NONE,micro-mol m-2 s-1,average PPFD on shaded leaves at tfrac-timescale,mo_rad_memory_class.f90
radiation,ppfd_sunlit_tcnl_mavg_cl,3D,canopy_layer,conditional,yes,NONE,micro-mol m-2 s-1,average PPFD on sunlit leaves at tcnl-timescale,mo_rad_memory_class.f90
radiation,ppfd_shaded_tcnl_mavg_cl,3D,canopy_layer,conditional,yes,NONE,micro-mol m-2 s-1,average PPFD on shaded leaves at tcnl-timescale,mo_rad_memory_class.f90
radiation,canopy_reflectance_sp,3D,vgrid_spectral,diagnostic,yes,FULL,,,mo_rad_memory_class.f90
soil_snow_energy,vol_heat_cap,2D,surface,diagnostic,yes,,J m-3 K-1,,mo_sse_memory_class.f90
soil_snow_energy,vol_heat_cap_sl,3D,soil_e,diagnostic,yes,,J m-3 K-1,,mo_sse_memory_class.f90
soil_snow_energy,vol_heat_cap_snow,2D,surface,diagnostic,yes,,J m-3 K-1,,mo_sse_memory_class.f90
soil_snow_energy,heat_cond,2D,surface,diagnostic,yes,,J m-1 s-1 K-1,,mo_sse_memory_class.f90
soil_snow_energy,heat_cond_sl,3D,soil_e,diagnostic,yes,,J m-1 s-1 K-1,,mo_sse_memory_class.f90
soil_snow_energy,heat_cond_snow,2D,surface,diagnostic,yes,,J m-1 s-1 K-1,,mo_sse_memory_class.f90
soil_snow_energy,thermal_diffusivity,2D,surface,diagnostic,yes,,m2 s-1,,mo_sse_memory_class.f90
soil_snow_energy,t_soil_sl,3D,soil_e,diagnostic,yes,BASIC,K,,mo_sse_memory_class.f90
soil_snow_energy,t_soil_acoef,3D,soil_e,diagnostic,yes,,,,mo_sse_memory_class.f90
soil_snow_energy,t_soil_bcoef,3D,soil_e,diagnostic,yes,,,,mo_sse_memory_class.f90
soil_snow_energy,snow_depth_sl,3D,snow_e,prognostic,yes,BASIC,m,Depth of snow layers,mo_sse_memory_class.f90
soil_snow_energy,t_snow,3D,snow_e,diagnostic,yes,BASIC,K,,mo_sse_memory_class.f90
soil_snow_energy,t_snow_acoef,3D,snow_e,diagnostic,yes,,,,mo_sse_memory_class.f90
soil_snow_energy,t_snow_bcoef,3D,snow_e,diagnostic,yes,,,,mo_sse_memory_class.f90
soil_snow_energy,hcap_grnd,2D,surface,diagnostic,yes,MEDIUM,J m-2 K-1,Ground heat capacity,mo_sse_memory_class.f90
soil_snow_energy,hcap_grnd_old,2D,surface,diagnostic,yes,,J m-2 K-1,Ground heat capacity (old),mo_sse_memory_class.f90
soil_snow_energy,grnd_hflx,2D,surface,diagnostic,yes,BASIC,J m-2 s-1,Ground heat flux,mo_sse_memory_class.f90
soil_snow_energy,grnd_hflx_old,2D,surface,diagnostic,yes,,J m-2 s-1,Ground heat flux (old),mo_sse_memory_class.f90
soil_snow_energy,thaw_depth,2D,surface,diagnostic,yes,,m,Thawing depth,mo_sse_memory_class.f90
soil_snow_energy,thaw_depth_max,2D,surface,prognostic,yes,BASIC,m,Maximum thaw depth,mo_sse_memory_class.f90
soil_snow_energy,thaw_depth_max_ym1,2D,surface,prognostic,yes,NONE,m,Last years maximum thaw depth,mo_sse_memory_class.f90
soil_snow_energy,bulk_dens_sl,3D,soil_e,prognostic,no,NONE,kg m-3,soil bulk density,mo_sse_memory_class.f90
soil_snow_energy,sand_sl,3D,soil_e,prognostic,no,NONE,,soil sand proportion,mo_sse_memory_class.f90
soil_snow_energy,silt_sl,3D,soil_e,prognostic,no,NONE,,soil silt proportion,mo_sse_memory_class.f90
soil_snow_energy,clay_sl,3D,soil_e,prognostic,no,NONE,,soil clay proportion,mo_sse_memory_class.f90
srf_energy_bal,t,2D,surface,diagnostic,yes,BASIC,K,surface temperature,mo_seb_memory_class.f90
srf_energy_bal,t_rad**4,2D,surface,diagnostic,yes,,K,surface radiative temperature **4,mo_seb_memory_class.f90
srf_energy_bal,t_old,2D,surface,prognostic,yes,,K,surface temperature at previous timestep,mo_seb_memory_class.f90
srf_energy_bal,t_unfilt,2D,surface,diagnostic,yes,,K,unfiltered surface temperature,mo_seb_memory_class.f90
srf_energy_bal,le_phase_change,2D,surface,diagnostic,yes,MEDIUM,,,mo_seb_memory_class.f90
srf_energy_bal,heat_cap,2D,surface,diagnostic,yes,MEDIUM,J m-2 K-1,surface layer heat capacity,mo_seb_memory_class.f90
srf_energy_bal,latent_hflx,2D,surface,diagnostic,yes,BASIC,W m-2,latent heat flux density at surface,mo_seb_memory_class.f90
srf_energy_bal,sensible_hflx,2D,surface,diagnostic,yes,BASIC,W m-2,sensible heat flux at surface,mo_seb_memory_class.f90
srf_energy_bal,forc_hflx,2D,surface,diagnostic,yes,BASIC,W m-2,additional heat flux at surface,mo_seb_memory_class.f90
srf_energy_bal,net_srf_rad_balance,2D,surface,diagnostic,yes,BASIC,,,mo_seb_memory_class.f90
srf_energy_bal,richardson,2D,surface,prognostic,yes,,-,Richardson number,mo_seb_memory_class.f90
srf_energy_bal,t_eff**4,2D,surface,diagnostic,yes,,K,effective surface temperature**4,mo_seb_memory_class.f90
srf_energy_bal,s_star,2D,surface,diagnostic,yes,FULL,m2 s-2,surface dry static energy,mo_seb_memory_class.f90
srf_energy_bal,qsat_star,2D,surface,prognostic,yes,FULL,m2 s-2,surface specific humidity at saturation,mo_seb_memory_class.f90
srf_energy_bal,q_sat_srf,2D,surface,prognostic,yes,BASIC,[?],surface saturated specific humidity,mo_seb_memory_class.f90
srf_energy_bal,t_unfilt_old,2D,surface,diagnostic,yes,,K,unf. surface temperature at previous timestep,mo_seb_memory_class.f90
srf_energy_bal,t_filt,2D,surface,diagnostic,yes,,K,filtered surface temperature,mo_seb_memory_class.f90
srf_energy_bal,t_srf,2D,surface,conditional,yes,BASIC,K,soil or snow surface temperature,mo_seb_memory_class.f90
srf_energy_bal,dt_sk_dt_srf,2D,surface,diagnostic,yes,,K,derivative of skin w.r.t. surface temperature,mo_seb_memory_class.f90
srf_energy_bal,latent_hflx_lnd,2D,surface,diagnostic,yes,,W m-2,latent heat flux density at surface (lnd),mo_seb_memory_class.f90
srf_energy_bal,sensible_hflx_lnd,2D,surface,diagnostic,yes,,W m-2,sensible heat flux at surface (lnd),mo_seb_memory_class.f90
srf_energy_bal,previous_day_temp_mean,2D,surface,prognostic,yes,,,,mo_seb_memory_class.f90
srf_energy_bal,previous_day_temp_min,2D,surface,prognostic,yes,,,,mo_seb_memory_class.f90
srf_energy_bal,previous_day_temp_max,2D,surface,prognostic,yes,,,,mo_seb_memory_class.f90
srf_energy_bal,pseudo_soil_temp,2D,surface,prognostic,yes,,,,mo_seb_memory_class.f90
srf_energy_bal,day_temp_sum,2D,surface,prognostic,yes,,,,mo_seb_memory_class.f90
srf_energy_bal,day_temp_min,2D,surface,prognostic,yes,,,,mo_seb_memory_class.f90
srf_energy_bal,day_temp_max,2D,surface,prognostic,yes,,,,mo_seb_memory_class.f90
srf_energy_bal,N_pseudo_soil_temp,2D,surface,prognostic,yes,,,,mo_seb_memory_class.f90
srf_energy_bal,F_pseudo_soil_temp,2D,surface,prognostic,yes,,,,mo_seb_memory_class.f90
srf_energy_bal,skin_conductivity,2D,surface,diagnostic,yes,,W m-2 K-1,skin conductivity,mo_seb_memory_class.f90
srf_energy_bal,t_lwtr,2D,surface,diagnostic,yes,,K,lake surface temperature wtr ,mo_seb_memory_class.f90
srf_energy_bal,s_lwtr,2D,surface,diagnostic,yes,,m2 s-2,surface dry static energy (lake wtr),mo_seb_memory_class.f90
srf_energy_bal,qsat_lwtr,2D,surface,diagnostic,yes,,m2 s-2,surface specific humidity at saturation (lake wtr),mo_seb_memory_class.f90
srf_energy_bal,latent_hflx_wtr,2D,surface,prognostic,yes,,W m-2,latent heat flux over lake water,mo_seb_memory_class.f90
srf_energy_bal,sensible_hflx_wtr,2D,surface,prognostic,yes,,W m-2,sensible heat flux over lake water,mo_seb_memory_class.f90
srf_energy_bal,fract_lice,2D,surface,diagnostic,yes,,,fraction of ice on lake,mo_seb_memory_class.f90
srf_energy_bal,t_lice,2D,surface,diagnostic,yes,,K,lake surface temperature ice ,mo_seb_memory_class.f90
srf_energy_bal,s_lice,2D,surface,diagnostic,yes,,m2 s-2,surface dry static energy (lake ice),mo_seb_memory_class.f90
srf_energy_bal,qsat_lice,2D,surface,diagnostic,yes,,m2 s-2,surface specific humidity at saturation (lake ice),mo_seb_memory_class.f90
srf_energy_bal,latent_hflx_ice,2D,surface,prognostic,yes,,W m-2,latent heat flux over lake ice,mo_seb_memory_class.f90
srf_energy_bal,sensible_hflx_ice,2D,surface,prognostic,yes,,W m-2,sensible heat flux over lake ice,mo_seb_memory_class.f90
srf_energy_bal,depth_lice,2D,surface,diagnostic,yes,,m,thickness of ice on lake,mo_seb_memory_class.f90
srf_energy_bal,hflx_form_ice,2D,surface,diagnostic,yes,,W m-2),heat flux for ice formation on lake ice,mo_seb_memory_class.f90
srf_energy_bal,hflx_cond_ice,2D,surface,diagnostic,yes,,W m-2),conductive heat flux on lake ice,mo_seb_memory_class.f90
srf_energy_bal,hflx_melt_lice,2D,surface,diagnostic,yes,,W m-2),heat flux from ice melt on lakes,mo_seb_memory_class.f90
srf_energy_bal,hflx_melt_snow,2D,surface,diagnostic,yes,,W m-2),heat_flux from snow melt on lakes,mo_seb_memory_class.f90
srf_energy_bal,t_gmean,2D,surface,diagnostic,yes,,K,Global land mean surface temperature,mo_seb_memory_class.f90
turbulence,kh,2D,surface,diagnostic,yes,FULL,,surface exchange coefficient for heat,mo_turb_memory_class.f90
turbulence,km,2D,surface,diagnostic,yes,FULL,,surface exchange coefficient for momentum,mo_turb_memory_class.f90
turbulence,kh_neutral,2D,surface,diagnostic,yes,FULL,,neutral surface exchange coefficient for heat,mo_turb_memory_class.f90
turbulence,km_neutral,2D,surface,diagnostic,yes,FULL,,neutral surface exchange coefficient for momentum,mo_turb_memory_class.f90
turbulence,ch,2D,surface,diagnostic,yes,FULL,,surface transfer coefficient for heat,mo_turb_memory_class.f90
turbulence,rough_m,2D,surface,prognostic,yes,FULL,m,surface roughness length for momentum,mo_turb_memory_class.f90
turbulence,rough_h,2D,surface,prognostic,yes,FULL,m,surface roughness length for heat,mo_turb_memory_class.f90
turbulence,rough_m_star,2D,surface,diagnostic,no,,,rough_m_star,mo_turb_memory_class.f90
turbulence,rough_h_star,2D,surface,diagnostic,no,,,rough_h_star,mo_turb_memory_class.f90
turbulence,fact_q_air,2D,surface,diagnostic,yes,FULL,,,mo_turb_memory_class.f90
turbulence,fact_qsat_srf,2D,surface,diagnostic,yes,FULL,,,mo_turb_memory_class.f90
turbulence,fact_qsat_trans_srf,2D,surface,diagnostic,yes,FULL,,,mo_turb_memory_class.f90
turbulence,drag_srf_stdalone,2D,surface,prognostic,yes,FULL,,,mo_turb_memory_class.f90
turbulence,pch_stdalone,2D,surface,diagnostic,yes,FULL,,,mo_turb_memory_class.f90
turbulence,t_acoef_stdalone,2D,surface,diagnostic,yes,FULL,,,mo_turb_memory_class.f90
turbulence,t_bcoef_stdalone,2D,surface,diagnostic,yes,FULL,,,mo_turb_memory_class.f90
turbulence,q_acoef_stdalone,2D,surface,diagnostic,yes,FULL,,,mo_turb_memory_class.f90
turbulence,q_bcoef_stdalone,2D,surface,diagnostic,yes,FULL,,,mo_turb_memory_class.f90
